"author","title","tokenized_title","matched_title_deterministic","matched_title_fuzzy","fuzzy_title_score"
"Cicero, Marcus Tullius","M. Tullii Ciceronic Academicorum libri duo et De finibus bonorum et malorum libri quinque / edidit Jo. Casp. Orellius. Accedunt Aurelii Augustini adversus Academicos libri tres, Petri Valentiae Academica, Durandi curae posteriores ineditae, Morelii adnotationes criticae in libros de finibus.","['tullium', 'ciceronics', 'academicus', 'duo', 'finis', 'bonus', 'malus', 'quinque', 'edo', 'jo', 'casp', 'orellus', 'accedo', 'aurelius', 'augustinus', 'aduersus', 'academicus', 'tres', 'petrus', 'ualentia', 'academicus', 'duror', 'cura', 'posterior', '', 'morelius', 'adnotatio', 'criticus', 'finis']","Unknown","de finibus","1.0"
"Varro, Marcus Terentius","M. Terenti Varronis De lingua latina libri qui supersunt. Ex codicum vetustissimarumque editionum auctoritate integra lectione adiecta, recensuit Leonhardus Spengel ... Accedit Index graecorum locorum apud Priscianum quae exstant ex codice monacensi, supplementum editionis Krehlianae.","['tero', 'uarronus', 'lingua', 'latinus', 'supersum', 'codex', 'uetustissimus', 'que', 'editio', 'auctoritas', 'integer', 'lectio', 'adiicio', 'recenseo', 'leonhardus', '', 'accedo', 'index', 'graecus', 'locus', 'priscianus', 'exsto', 'codex', 'monacensis', 'supplementum', 'editio', 'krehlianus']","Unknown","de lingua latina","0.896551724137931"
"Lucretius Carus, Titus.","T. Lucreti Cari De rerum natura libri sex / with an introduction and notes to books I., III., and V. by Francis W. Kelsey.","['', 'co', 'res', 'natura', 'sex', 'with', 'introduction', 'andus', 'noto', 'to', '', 'iii', 'and', 'by', 'francus', '']","Unknown","de rerum natura","0.8888888888888888"
"Lactantius, approximately 240-approximately 320.","L. Caecilii Firmiani Lactantii De mortibus persecutorum liber. Accedit Lactantii quod fertur De motibus animi fragmentum. Recognovit, praefatus est, appendicem criticam adiecit Iohannes Pesenti.","['caecilius', 'firmianus', 'lactantius', 'mors', 'persecutor', 'accedo', 'lactantium', 'fero', 'motus', 'animus', 'fragmentum', 'recognosco', 'praefor', 'appendix', 'criticus', 'adicio', 'iohannes', 'peso']","Unknown","de mortibus persecutorum","0.9333333333333332"
"Columella, Lucius Junius Moderatus.","L. Iunius Moderati Columellae de re rustica libri XII : iusdem de arboribus liber separatus ab aliis.","['iunus', 'modero', 'columella', 'res', 'rusticus', 'xii', 'iusdem', 'arbor', 'separo', 'alius']","Unknown","de arboribus","1.0"
"Festus, Sextus Pompeius, active 2nd century.","M. Verrij Flacci quae extant et Sex. Pompei Festi De verborum significatione libri XX : cum vetusto Bibliothecae Farnesianae exemplari Romae nuper edito collati, ex quo lacunae pene omnes sunt suppletae : in eos libros Ant. Augustini annotationes ex editione Veneta, Ios. Scaligeri castigationes recognitae ex Parisiensi, Ful. Vrsini notae ex Romana : accesserunt nunc denique doctissimorum virorum notae ex eorum scriptis hinc inde collectae.","['uerrij', 'flaccus', 'exto', 'pompeius', 'festum', 'uerbum', 'significatio', 'xx', 'uetustus', 'bibliotheca', 'farnesianus', 'exemplar', 'roma', 'nuper', 'edo', 'collas', 'lacuna', 'penis', 'omnis', 'suppletus', 'augustinus', 'annotatio', 'editio', 'uenetus', 'ius', 'scaliger', 'castigatio', 'recognio', 'parisiensis', 'ful', 'ursinus', 'notus', 'romanus', 'accedo', 'nunc', 'denique', 'doctissimus', 'uir', 'notus', 'scribo', 'hinc', 'inde', 'collecta']","Unknown","de verborum significatione","0.9387755102040816"
"Vitruvius Pollio.","M. Vitruvii viri svae professionis peritissimi, De architectura libri decem, ad Augustum Caesarem accuratiss. conscripti: & nunc primum in Germania qua potuit diligentia excusi, atq; hinc inde schematibus non iniucundis exornati. Adiecimus etiam propter argumenti conformitatem, Sexti Ivlii Frontini De aquaeductibus urbis Romae, libellum. Item ex libro Nicolai Cusani card. De staticis experimentis, fragmentum. Cum indice copiosissimo, & dispositione longe meliori, quàm antea.","['uitruvius', 'uir', 'svus', 'professio', 'peritus', 'architectura', 'decem', 'augustus', 'caesar', '', 'conscribo', 'nunc', 'primum', 'germanium', 'diligentia', 'excudo', 'atq', 'hinc', 'inde', 'schema', 'iniucundus', 'exorno', '', 'propter', 'argumentum', 'conformitas', 'sextus', 'ivlius', 'frontinum', 'aquaeductus', 'urbs', 'roma', 'libellus', 'item', '', 'cusanus', '', 'staticum', 'experimentum', 'fragmentum', 'indices', 'copiosissimus', 'dispositio', 'longe', 'melior', 'antea']","Unknown","de architectura","0.8888888888888888"
"Priscian, active approximately 500-530.","Prisciani grammatici Caesariensis libri omnes. De octo partibus orationis XVI. deq́; constructione earundem II. De XII. primis Aeneid. librorum carminibus. De accentibus tam nominum quàm uerborum. De ponderibus & mensuris. De praeexercitamentis rhetor. ex Hermog. De uersibus comicis. Rufini item de metris comicis & oratorijs numeris. Cum indice copiosissimo.","['priscianum', 'grammaticus', 'caesariensis', 'omnis', 'octo', 'pars', 'oratio', 'xui', 'constructio', 'ii', 'xii', 'primus', 'aeneid', 'carmen', 'accentus', 'nomen', 'uerbum', 'pondus', 'mensura', 'praeexercitamor', 'rhetor', 'hermog', 'uersus', 'comicus', 'rufo', 'item', 'metrum', 'comicus', '', 'numerus', 'indices', 'copiosissimus']","Unknown","de accentibus","1.0"
"Lucretius Carus, Titus.","De rerum natura libri VI, a Dion. Lambino ... recogniti, & longèmelioris facti, planéque iam in suam pristinam integritatem restituti, cum iisdem commentariis, plus quarta parte auctis. Accesservnt haec praetereavita Lucretij eodem Lambino auctore. Praeter eũ indicẽ, qui in omnibus aliis libris antè impressis poni solitus est, omnium rerum, quae à Lucretio singulis libris tractantur, ac disputantur, capita continens, indices alij duo.","['res', 'natura', 'uis', 'dion', 'lambinus', 'recogno', 'factum', 'que', 'pristinus', 'integritas', 'restituo', 'commentarius', 'plus', 'quartus', 'pars', 'auctus', '', 'praetereaviio', 'lucretij', 'lambinus', 'auctor', 'praeter', 'omnis', 'alius', 'imprimo', 'pono', 'solitus', 'omnis', 'res', 'lucretio', 'singulus', 'tracto', 'disputo', 'caput', 'contineo', 'indix', '', 'duo']","Unknown","de rerum natura","0.8888888888888888"
"Livy.","Historiarum ab urbe condita libri qui supersunt XXXV; recensuit et notis ad usum scholarum accomodatis illustravit J. B. L. Crevier.","['historia', 'urbs', 'condo', 'supersum', 'xxxv', 'recenseo', 'nosco', 'usus', 'schola', 'accomodo', 'illustro', '']","Unknown","ab urbe condita","1.0"
"Livy.","Ab urbe condita liber XXI,XXII; texte latin publié avec une notice sur la vie et les ouvrages de Tite-Live, des notes critiques... un index des noms propres historiques et géographiques et des antiquités trois cartes et des illustrations d'apres les monuments par O. Riemann... et E. Benoist.","['urbs', 'condo', 'xxi', 'xxii', 'texo', 'latin', '', 'unus', 'notice', 'sur', 'lat', 'uieo', 'lis', 'ouvrax', 'titis', 'liueo', 'do', 'noto', '', 'un', 'index', 'do', 'noms', 'propris', 'historiques', 'do', 'trous', 'cars', 'do', 'hillustrations', 'les', '', 'par', '', 'beonoist']","Unknown","ab urbe condita","0.8888888888888888"
"Livius, Titus Patavinus.","Ab urbe condita libri. Editionem primam curavit G. Weissenborn, editio altera, quam curavit M. Müller ... Pars I, fasc. 1, lib. I-III.","['urbs', 'condo', 'editio', 'primus', 'curo', '', 'editio', 'alter', 'curo', 'pars', 'i', 'fasc', 'iii']","Unknown","ab urbe condita","0.8888888888888888"
"Laciantius, ca. 240-ca. 320.","L. Caecilii Firmiani Lactanti De mortibus persecutorum liber, accedit Lactantii quod fertur De motibus animi fragmentum, recognovit, praefatus est, appendicem criticam adiecit Iohannes Pesenti.","['caecilius', 'firmianus', 'lacto', 'mors', 'persecutor', 'accedo', 'lactantium', 'quod', 'fero', 'motus', 'animus', 'fragmentum', 'recognosco', 'praefor', 'appendix', 'criticus', 'adicio', 'iohannes', 'peso']","Unknown","de mortibus persecutorum","0.9333333333333332"
"Lucretius Carus, Titus.","De rerum natura libri sex, ex editione G. Wakefieldi, cum notis et interpretatione in usum Delphini variis lectionibus noti variorum recensu editionum et codi-cum et indice locupletissimo accurate recensiti ...","['res', 'natura', 'sex', 'editio', 'wakefieldus', 'nosco', 'interpretatio', 'usus', 'delphinum', 'uarius', 'lectio', 'notus', 'uarius', 'recenseo', 'editio', 'codio', 'indix', 'locupletissimus', 'accurate', 'recenso']","Unknown","de rerum natura","0.8888888888888888"
"Livy.","Ab urbe condita libri / T. Livii ; recognovit Immanuel Bekkerus ; selectas virorum doctorum notas in usum scholarum addidit M. F. E. Raschig.","['urbs', 'condo', 'liuii', 'recognosco', 'immanuel', 'bekkerus', 'seligo', 'uir', 'doceo', 'noto', 'usus', 'schola', 'addo', 'raschig']","Unknown","ab urbe condita","0.8888888888888888"
"Livius, Titus Patavinus.","Historiarum ab urbe condita libri, qui supersunt, omnes, cum deperditorum fragmentis et epitomis omnium.  Ad optimae editiones emendavit, selectamque lectionum varietatem textui subjecit Leon. Tafel.","['historia', 'urbs', 'condo', 'supersum', 'omnis', 'deperdo', 'fragmentum', 'epitome', 'omnis', '', 'editio', 'emendo', 'seligo', 'que', 'lectio', 'uarietas', 'textus', 'subiicio', 'leon', 'tafel']","Unknown","ab urbe condita","1.0"
"Livius, Titus Patavinus.","Ab urbe condita libri, recognovit I. Bekkerus. Selectas virorum doctorum notas in usum scholarum, addidit M.F.E. Raschig ...","['urbs', 'condo', 'recognosco', 'bekkerus', 'seligo', 'uir', 'doceo', 'noto', 'usus', 'schola', 'addo', 'raschigen']","Unknown","ab urbe condita","0.8888888888888888"
"Vitruvius Pollio.","M. Vitruuii ... De architectura libri decem ... : nunc primum in Germania qua potuit diligentia excusi, atq[ue] hinc inde schematibus non iniucundis exornati : adiecimus etiam propter argumenti conformitatem, Sexti Iulii Frontini De aquaeductibus urbis Romae, libellum, item ex libro Nicolai Cusani De staticis experimentis, fragmentum : cum indice copiosissimo, & dispositione longe meliori, quam antea.","['uitruuii', 'architectura', 'decem', 'nunc', 'primus', 'germanium', 'diligentia', 'excudo', 'hinc', 'inde', 'schema', 'iniucundus', 'exorno', '', 'propter', 'argumentum', 'conformitas', 'sextus', 'iulius', 'frontinum', 'aquaeductus', 'urbs', 'roma', 'libellus', 'item', '', 'cusanus', 'staticum', 'experimentum', 'fragmentum', 'indices', 'copiosissimus', 'dispositio', 'longe', 'melior', 'antea']","Unknown","de architectura","0.8888888888888888"
"Cicero, Marcus Tullius.","M. Tullii Ciceronis De natura deorum libri tres, with introduction and commentary, by Joseph B. Mayor, M. A. Together with a new collation of several of the English mss. by J. H. Swainson ...","['tullium', 'cicero', 'natura', 'deus', 'tres', 'with', 'introduction', 'andus', '', 'by', 'joseph', 'mayor', 'together', 'with', 'new', 'collation', 'of', 'seueral', 'of', 'thas', '', '', 'by', 'sawainson']","Unknown","de natura deorum","0.896551724137931"
"Festus, Sextus Pompeius, active 2nd century.","M. Verri Flacci quae extant, et Sexti Pompeii Festi De verborum significatione libri XX. Ex editione Andraei Dacerii, cum notis et interpretatione in usum Delphini, variis lectionibus, notis variorum, recensu editionum et codicum, et indicibus locupletissimis, accurate recensiti.","['uerres', 'flaccus', 'exto', 'sextus', 'pompeius', 'festum', 'uerbum', 'significatio', 'xx', 'editio', 'andraeus', 'dacerius', 'nosco', 'interpretatio', 'usus', 'delphinum', 'uarius', 'lectio', 'nosco', 'uarius', 'recenseo', 'editio', 'codex', 'index', 'locupletissimus', 'accurate', 'recenno']","Unknown","de verborum significatione","0.9387755102040816"
"Livy.","Titi Livi Ab urbe condita libri, ed. primam curavit Guilelmus Weissenborn. Ed. altera, quam curavit Mauritius Müller ...","['titus', 'liuus', 'urbs', 'condo', 'edidie', 'primus', 'curo', 'guilelmus', '', '', 'alter', 'curo', 'mauritius', '']","Unknown","ab urbe condita","0.8888888888888888"
"Livy.","T. Livi Ab urbe condita librorvm CXLII periochae. Ivlii Ovseqventis ab anno vrbis conditae dv prodigiorvm liber. Recensvit et emendavit Otto Iahn.","['liuis', 'urbs', 'condo', 'librorvms', 'cxlium', '', 'ivlius', 'ovseqvor', 'annus', 'urbum', 'condo', 'dv', 'prodigiorvm', 'recenssco', 'emendo', 'otto', '']","Unknown","ab urbe condita","1.0"
"Lucretius Carus, Titus.","T. Lucretii Cari de rerum natura libri sex ex editioni Gilberti Wakefieldi, cum notis et interpretatione in usum Delphini, variis lectionibus, notis variorum, recensu editionum et codicum, et indice locupletissimo, accurate recensiti.","['lucretium', 'co', 'res', 'natura', 'sex', 'editio', 'gilbertus', 'wakefieldus', 'nosco', 'interpretatio', 'usus', 'delphinum', 'uarius', 'lectio', 'nosco', 'uarius', 'recenseo', 'editio', 'codex', 'indix', 'locupletissimus', 'accurate', 'recenno']","Unknown","de rerum natura","1.0"
"Lucretius Carus, Titus.","T. Lucreti Cari De rerum natura libri sex; with an introduction and notes to books I., III., and v. by Francis W. Kelsey ...","['', 'co', 'res', 'natura', 'sex', 'with', 'introduction', 'andus', 'noto', 'to', '', 'iii', 'and', 'by', 'francus', '']","Unknown","de rerum natura","0.8888888888888888"
"Livy.","T. Livii Patavini Historiarum ab urbe condita libri qui supersunt. Mss. codicum collatione recogniti, annotationibusque illustrati.","['liuii', '', 'historia', 'urbs', 'condo', 'supersum', '', 'codex', 'collatio', 'recogno', 'annotatio', 'que', 'illustro']","Unknown","ab urbe condita","1.0"
"Lucretius Carus, Titus.","Titi Lucretii Cari De rerum natura libri sex. Quibus notas addidit Thomas Creech, accedunt annotationes R. Bentleii, variae lectiones IV edd. antiquissimarum, necnon index locupletissimus.","['titus', 'lucretium', 'carus', 'res', 'natura', 'noto', 'addo', 'thoma', '', 'accedo', 'annotatio', 'bentleius', 'uarius', 'lectio', 'iv', 'eddus', 'antiquissimus', 'necnon', 'index', 'locupletis']","Unknown","de rerum natura","0.8888888888888888"
"Livy.","Titi Livii Patavini Historiarum ab urbe condita libri qui supersunt, cum omnium epitomis, ac deperditorum fragmentis: ad optimas editiones castigati, accurante Tho. Ruddimanno ...","['titus', 'liuii', '', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'epitome', 'deperdo', 'fragmentum', 'optimas', 'editio', 'castigo', 'accuro', 'thos', 'ruddimannus']","Unknown","ab urbe condita","1.0"
"Lucretius Carus, Titus.","T. Lucreti Cari De rerum natura libri se with an introduction and notes to books I., III., and V. by Francis W. Kelsey ...","['', 'co', 'res', 'natura', 'with', 'introduction', 'andus', 'noto', 'to', '', 'iii', 'and', 'by', 'francus', '']","Unknown","de rerum natura","0.8888888888888888"
"Lucretius Carus, Titus.","Titi Lucretii Cari De rerum natura libri sex. Ad optimus editiones collati accedit varietas lectionis cum indice rarioris & obsoletae latinitatis studiis Societatis Bipontinae. Editio accurata.","['titus', 'lucretium', 'carus', 'res', 'natura', 'bonus', 'editio', 'collo', 'accedo', 'uarietas', 'lectio', 'index', 'rarior', 'obsoletus', 'latinitas', 'studium', 'societas', 'bipontinus', 'editio', 'accuro']","Unknown","de rerum natura","0.8888888888888888"
"Lucretius Carus, Titus.","T. Lucreti Cari de rerum natura libri sex, ad optimorum exemplarium fidem emendati. Cum Richardi Bentlei animadversionibus, Gilberti Wakefieldi praefationibus et commentariis integris, caeterorumque interpretum, praestantissimorum observationibus selectis, editis suas notas et indices copiosissimos, adiecit Henr. Car. Abr. Eichstädt.","['', 'co', 'res', 'natura', 'sex', 'optimus', 'exemplar', 'fides', 'emendatum', 'richardus', 'bentleus', 'animaduersio', 'gilbertus', 'wakefieldum', 'praefatio', 'commentarius', 'integer', 'caeterus', 'que', 'interpres', 'praestantissimus', 'obseruatio', 'seligo', 'edo', 'noto', 'index', 'copiosissimus', 'adicio', 'henr', 'car', 'abnr', '']","Unknown","de rerum natura","1.0"
"Lucretius Carus, Titus.","Titi Lucretii Cari De rerum natura libri VI. Ad optimorum exemplarium veritatem exacti. Quae praeterea in hac nostra secunda patavina editione accesserint, subsequens epistola ad lectores declarat.","['titus', 'lucretium', 'carus', 'res', 'natura', 'uis', 'optimus', 'exemplar', 'ueritas', '', 'praeterea', 'noster', 'secundus', 'patauinus', 'editio', 'acceseo', 'subsequor', 'epistola', 'lector', 'declaro']","Unknown","de rerum natura","0.8888888888888888"
"Lucretius Carus, Titus.","Titi Lucretii Cari De rerum natura libri vI. Ad optimorum exemplarium veritatem exacti. Quae praeterea in hac patavina editione accesserint, epistolae subsequentis postremae paginae declarant.","['titus', 'lucretium', 'carus', 'res', 'natura', 'uis', 'optimus', 'exemplar', 'ueritas', '', 'praeterea', 'patauinus', 'editio', 'acceseo', 'epistola', 'subsequor', 'postremus', 'pagina', 'declaro']","Unknown","de rerum natura","0.8888888888888888"
"Livy.","Titi Livi Rerum Romanorum ab urbe condita libri, ad codicum manu scriptorum fidem emendati ab Car. Frid. Sig. Alschefski.","['titus', 'liuus', 'res', 'romanus', 'urbs', 'condo', 'codex', 'manus', 'scriptor', 'fides', 'emendatum', 'car', '', 'sig', '']","Unknown","ab urbe condita","1.0"
"Lucretius Carus, Titus.","T. Lucretii Cari De rerum natura libri sex : Ad optimas editiones collati praemittitur notitia literaria / Accedit index rarioris et obsoletae latinitatis Studiis Societatis Bipontinae.","['lucretium', 'co', 'res', 'natura', 'sex', 'optimas', 'editio', 'collas', 'praemitto', 'notitia', 'literarius', 'accedo', 'index', 'rarior', 'obsoletus', 'latinitas', 'studium', 'societas', 'bipontinus']","Unknown","de rerum natura","0.8888888888888888"
"Lucretius Carus, Titus","Titi Lucretii Cari De rerum natura libri sex. / Quibus additae sunt conjecturae & emendations Tan. Fabri cum notulis perpetuis. Et praeterea Oberti Gifanii vita Lucretii & de gente Memmia ejusdem prolegomena. Item D. Lambini index perquam necessarius.","['titus', 'lucretium', 'carus', 'res', 'natura', 'addo', 'conjectura', '', 'tan', 'faber', 'notulum', 'perpetuus', 'praeterea', 'obertus', 'gifanius', 'uita', 'lucretium', 'gens', 'memmia', 'jdem', 'prolegomena', 'item', 'lambinis', 'index', 'perquam', 'necessarius']","Unknown","de rerum natura","1.0"
"Cicero, Marcus Tullius.","M. Tullii Ciceronis De natura deorum libri tres. Cum notis integris Paulli Manucii, Petri Victorii, Joachimi Camerarii ... Recensuit, suisque animadversionibus illustravit ac emaculavit Joannes Davisius.","['tullium', 'cicero', 'natura', 'deus', 'tres', 'nosco', 'integer', 'paullum', 'manucius', 'peter', 'uictorius', 'joachimus', 'camerarius', 'recenseo', 'que', 'animaduersio', 'illustro', 'emaculo', 'joannes', 'davisius']","Unknown","de natura deorum","0.896551724137931"
"Horace.","Q. Orazio Flacco. Le odi (libri III e IV); gli epodi e il carme secolare con commento del dott. Vittorio d'Agostino.","['', 'flaccus', 'le', 'odi', 'iii', 'iv', 'glum', 'epodus', 'il', 'carma', 'secolo', 'con', 'commentum', 'dels', 'dhott', 'uittorio']","Unknown","epodi","1.0"
"Lucretius Carus, Titus.","Titi Lucretii Cari De rerum natura libros sex, interpretatione et notis illustravit Michael Fayus ... jussu christianissimi regis in usum serenissimi Delphini.","['titus', 'lucretium', 'carus', 'res', 'natura', 'sex', 'interpretatio', 'nosco', 'illustro', 'michael', 'fayus', 'iussus', 'christianissimus', 'rex', 'usus', 'serenus', 'delphinum']","Unknown","de rerum natura","0.8888888888888888"
"Grotius, Hugo, 1583-1645.","Hugonis Grotii de jure belli ac pacis libri tres : cum annotatis auctoris, nec non J. F. Gronovii notis, & J. Barbeyracii animadversionibus, commentariis insuper locupletissimis Henr. l.b. de Cocceii ... sub titulo Grotii illustrati antea editis, nunc ad calcem cujusque capitis adjectis : insertis quoque observationibus Samuelis l.b. de Cocceii ... : adduntur tandem ipsius Grotii Dissertatio de mari libero, ac Libellus singularis de aequitate, indulgentia et facilitate.","['hugonum', 'grotium', 'ius', 'bellum', 'pax', 'tres', 'annoto', 'auctor', '', 'nosco', 'barbeyracius', 'animaduersio', 'commentarius', 'insuper', 'locupletissimus', 'henr', 'cocceius', 'titulus', 'grotium', 'illustro', 'antea', 'edo', 'nunc', 'calx', 'cujus', 'que', 'caput', 'adiectus', 'insero', 'quoque', 'obseruatio', 'samuelus', 'cocceius', 'addo', 'tandem', 'grotium', 'dissertatio', 'mare', 'libellus', 'singularis', 'aequitas', 'indulgentia', 'facilitas']","Unknown","de iure belli ac pacis libri tres","0.9180327868852458"
"Livy.","T. Livii Patavini Historiarum ab urbe condita libri, qui supersunt, omnes, cum notis integris Laur. Vallae, M. Ant. Sabellici ... & aliorum: curante Arn. Drakenborch, qui & suas adnotationes adjecit. Accedunt supplementa deperditorum T. Livii librorum a Joh. Freinshemio concinnata ...","['liuii', '', 'historia', 'urbs', 'condo', 'supersum', 'omnis', 'nosco', 'integer', 'laurio', 'ualla', 'sabellicus', 'alius', 'curo', 'arn', 'drakenborchs', 'adnotatio', 'adiicio', 'accedo', 'supplementum', 'deperdo', 'liuii', 'joh', 'freinshemium', 'concinno']","Unknown","ab urbe condita","1.0"
"Lactantius, approximately 240-approximately 320.","Opera omnia ; accedunt, Carmina eius quae feruntur ; et, L. Caecilii qui inscriptus est De mortibus persecutorum liber / L. Caeli Firmiani Lactanti ; recensuerunt Samuel Brandt et Georgius Laubmann.","['opus', 'omnis', 'accedo', 'carmen', 'fero', 'caecilius', 'inscribo', 'mors', 'persecutor', 'caelum', 'firmianus', 'lacto', 'recenseo', 'samuel', '', 'georgius', '']","Unknown","de mortibus persecutorum","0.9333333333333332"
"Livy.","Ab urbe condita libri.","['urbs', 'condo']","Unknown","ab urbe condita","0.8888888888888888"
"Vitruvius Pollio.","M. Vitruvii Pollionis De architectura libri decem, ad optimas editiones collati praemittitur notitia literaria studiis Societatis Bipontinae. Accedit anonymi scriptoris veteris architecturae compendium cum indicibus.","['', 'pollio', 'architectura', 'decem', 'optimas', 'editio', 'collas', 'praemitto', 'notitia', 'literarius', 'studium', 'societas', 'bipontinus', 'accedo', 'anonymus', 'scriptor', 'uetus', 'architectura', 'compendium', 'index']","Unknown","de architectura","0.8888888888888888"
"Lucretius Carus, Titus.","T. Lucretii Cari De rerum natura libros sex : ad exemplarium mss. fidem recensitos, longe emendatiores reddidit / commentariis perpetuis illustravit indicibus instruxit; et cum animadversionibus Ricardi Bentleii, non ante vulgatis, aliorum subinde miscuit Gilbertus Wakefield.","['lucretium', 'co', 'res', 'natura', 'sex', 'exemplar', '', 'fides', 'recensitus', 'longe', 'emendatior', 'reddo', 'commentarius', 'perpetuus', 'illustro', 'index', 'instruo', 'animaduersio', 'ricardus', 'bentleius', 'uulgo', 'alius', 'subinde', 'misceo', 'gilbertus', '']","Unknown","de rerum natura","0.8888888888888888"
